location,size,total_sqft,bath,price,bhk,price_per_sqft
other,19 BHK,2000.0,16.0,490.0,19,24500.0
Marathahalli,3 BHK,1710.0,3.0,135.0,3,7894.736842105263
other,4 Bedroom,1440.0,4.0,240.0,4,16666.666666666668
Ramagondanahalli,5 Bedroom,9600.0,6.0,1800.0,5,18750.0
Sarjapur  Road,3 BHK,1862.0,4.0,110.0,3,5907.626208378088
other,4 Bedroom,1260.0,4.0,65.0,4,5158.730158730159
other,2 BHK,993.0,2.0,42.0,2,4229.607250755287
Old Madras Road,4 BHK,3630.0,6.0,195.0,4,5371.900826446281
ITPL,3 BHK,1548.0,3.0,89.5,3,5781.6537467700255
Bannerghatta Road,3 BHK,1535.0,3.0,60.0,3,3908.794788273616
Kammanahalli,6 Bedroom,782.0,4.0,85.0,6,10869.565217391304
Balagere,1 BHK,645.0,1.0,34.18,1,5299.224806201551
Bellandur,2 BHK,1350.0,2.0,79.0,2,5851.851851851852
other,2 BHK,1234.0,2.0,61.0,2,4943.273905996759
other,4 BHK,2107.0,4.0,95.0,4,4508.780256288562
Malleshwaram,7 Bedroom,3000.0,4.0,900.0,7,30000.0
Sarakki Nagar,3 BHK,2145.0,4.0,270.0,3,12587.412587412588
Bharathi Nagar,2 BHK,1432.0,2.0,68.0,2,4748.6033519553075
Bannerghatta Road,2 BHK,1215.0,2.0,68.0,2,5596.707818930041
Hoodi,2 BHK,1258.5,2.0,59.135,2,4698.847834723878
Narayanapura,2 BHK,1302.0,2.0,69.1,2,5307.219662058371
other,2 BHK,1100.0,2.0,38.68,2,3516.3636363636365
Kanakpura Road,3 Bedroom,2200.0,3.0,130.0,3,5909.090909090909
Jigani,2 BHK,920.0,2.0,46.0,2,5000.0
other,3 BHK,3290.0,4.0,460.0,3,13981.76291793313
Electronic City,2 BHK,995.0,2.0,48.0,2,4824.120603015075
Poorna Pragna Layout,3 Bedroom,1400.0,2.0,240.0,3,17142.85714285714
Jigani,3 BHK,1221.0,3.0,72.0,3,5896.805896805897
Kasavanhalli,3 BHK,1494.0,3.0,82.0,3,5488.621151271754
Malleshpalya,3 BHK,1785.0,3.0,75.0,3,4201.680672268908
Bellandur,2 BHK,1251.0,2.0,47.0,2,3756.994404476419
other,5 Bedroom,1200.0,5.0,100.0,5,8333.333333333334
Harlur,2 BHK,1174.0,2.0,69.0,2,5877.342419080068
Panathur,3 BHK,1370.0,2.0,75.0,3,5474.4525547445255
Rajaji Nagar,5 Bedroom,2400.0,3.0,320.0,5,13333.333333333334
Kasavanhalli,3 BHK,1667.0,3.0,92.0,3,5518.896220755849
Hoskote,4 Bedroom,1200.0,4.0,120.0,4,10000.0
Raja Rajeshwari Nagar,2 BHK,1151.0,2.0,49.0,2,4257.167680278019
Whitefield,4 BHK,2830.0,5.0,190.0,4,6713.780918727915
other,2 BHK,1293.0,2.0,80.0,2,6187.161639597834
Devanahalli,3 Bedroom,2125.0,3.0,107.0,3,5035.294117647059
Harlur,3 BHK,1754.0,3.0,132.0,3,7525.655644241733
Uttarahalli,3 BHK,1440.0,2.0,62.0,3,4305.555555555556
Electronic City,1 BHK,1090.0,2.0,31.48,1,2888.0733944954127
Nagarbhavi,3 BHK,1850.0,2.0,88.0,3,4756.756756756757
HSR Layout,2 BHK,1372.0,2.0,68.0,2,4956.268221574344
other,2 BHK,927.0,2.0,37.0,2,3991.3700107874865
Devarachikkanahalli,2 BHK,1230.0,2.0,58.0,2,4715.447154471544
Thanisandra,2 BHK,1245.0,2.0,83.05,2,6670.682730923695
Lakshminarayana Pura,3 BHK,1569.0,3.0,150.0,3,9560.229445506691
Sarjapur  Road,4 BHK,3335.0,4.0,300.0,4,8995.502248875562
Hebbal,2 BHK,1150.0,2.0,57.0,2,4956.521739130435
other,4 Bedroom,1584.0,3.0,145.0,4,9154.040404040405
other,4 BHK,2328.0,4.0,528.0,4,22680.41237113402
other,5 Bedroom,4050.0,4.0,600.0,5,14814.814814814816
other,4 Bedroom,10961.0,4.0,80.0,4,729.8604141957851
Vidyaranyapura,4 Bedroom,900.0,4.0,175.0,4,19444.444444444445
Electronic City Phase II,3 BHK,1395.0,2.0,62.78,3,4500.358422939068
Babusapalaya,2 BHK,1061.0,2.0,34.0,2,3204.5240339302545
Hosa Road,1 BHK,800.0,1.0,39.99,1,4998.75
Thigalarapalya,2 BHK,1418.0,2.0,101.0,2,7122.708039492242
Whitefield,2 BHK,1350.0,2.0,88.0,2,6518.518518518518
Rajaji Nagar,3 BHK,2409.0,3.0,395.0,3,16396.84516396845
Kengeri Satellite Town,2 BHK,1050.0,2.0,43.0,2,4095.2380952380954
Bannerghatta Road,4 Bedroom,4723.0,4.0,500.0,4,10586.491636671608
Hosa Road,2 BHK,1079.0,2.0,32.37,2,2999.9999999999995
other,4 Bedroom,750.0,4.0,125.0,4,16666.666666666668
Electronic City,3 BHK,1575.0,3.0,101.0,3,6412.6984126984125
other,3 BHK,1250.0,3.0,40.0,3,3200.0
Varthur,3 BHK,1450.0,3.0,71.0,3,4896.551724137931
other,2 BHK,1630.0,2.0,200.0,2,12269.938650306747
Horamavu Banaswadi,2 BHK,1272.0,2.0,48.0,2,3773.5849056603774
Kundalahalli,2 BHK,1315.0,2.0,74.0,2,5627.376425855513
Domlur,6 BHK,2400.0,4.0,600.0,6,25000.0
Dasanapura,2 BHK,1163.0,2.0,65.0,2,5588.993981083405
Rajaji Nagar,3 BHK,2367.0,3.0,320.0,3,13519.22264469793
Channasandra,2 BHK,1070.0,2.0,38.0,2,3551.4018691588785
Ananth Nagar,2 BHK,908.0,2.0,26.0,2,2863.4361233480176
other,3 BHK,1145.0,2.0,60.0,3,5240.174672489083
Banashankari Stage III,3 BHK,1480.0,3.0,75.48,3,5100.0
Old Airport Road,4 BHK,3496.0,4.0,262.0,4,7494.279176201373
Yelahanka New Town,1 BHK,350.0,1.0,13.5,1,3857.142857142858
Raja Rajeshwari Nagar,2 BHK,945.0,2.0,45.0,2,4761.9047619047615
Electronic City,2 BHK,770.0,1.0,40.0,2,5194.805194805195
Kalena Agrahara,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Electronics City Phase 1,2 BHK,1190.0,2.0,33.92,2,2850.4201680672268
Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
Whitefield,2 BHK,1205.0,2.0,58.0,2,4813.278008298756
Marathahalli,2 BHK,1200.0,2.0,60.0,2,5000.0
Sarjapur  Road,3 BHK,2650.0,3.0,260.0,3,9811.32075471698
other,3 BHK,1500.0,2.0,120.0,3,8000.0
Jakkur,3 BHK,1482.0,3.0,86.0,3,5802.968960863698
other,3 BHK,1355.0,2.0,58.25,3,4298.89298892989
other,3 BHK,1082.0,2.0,42.0,3,3881.70055452865
Yelahanka,3 Bedroom,1550.0,3.0,120.0,3,7741.935483870968
Dasanapura,1 BHK,708.0,1.0,28.32,1,4000.0
HBR Layout,2 BHK,1004.0,2.0,49.0,2,4880.478087649402
Koramangala,3 BHK,2246.0,3.0,300.0,3,13357.07925200356
other,2 BHK,1050.0,2.0,35.0,2,3333.3333333333335
other,8 Bedroom,2600.0,8.0,180.0,8,6923.076923076923
other,1 BHK,595.0,1.0,40.0,1,6722.689075630252
Uttarahalli,3 BHK,1330.0,2.0,46.55,3,3500.0
Chandapura,1 BHK,645.0,1.0,16.45,1,2550.3875968992247
Bannerghatta Road,2 BHK,1012.0,2.0,45.0,2,4446.640316205534
Kanakpura Road,2 BHK,1339.0,2.0,67.0,2,5003.734129947722
Sarjapur,4 Bedroom,3508.0,4.0,386.0,4,11003.420752565564
Electronics City Phase 1,3 BHK,1450.0,3.0,70.0,3,4827.586206896552
Uttarahalli,2 BHK,1123.0,2.0,48.0,2,4274.2653606411395
other,1 Bedroom,900.0,1.0,52.3,1,5811.111111111111
Sector 2 HSR Layout,2 BHK,1231.0,2.0,66.0,2,5361.494719740049
7th Phase JP Nagar,2 BHK,980.0,2.0,86.0,2,8775.510204081633
Vishwapriya Layout,4 BHK,600.0,3.0,73.0,4,12166.666666666666
other,6 Bedroom,1200.0,5.0,130.0,6,10833.333333333334
Electronic City Phase II,2 BHK,1219.0,2.0,61.25,2,5024.610336341263
Kanakpura Road,2 BHK,1204.0,2.0,82.0,2,6810.631229235881
Begur Road,2 BHK,1334.0,2.0,42.69,2,3200.149925037482
Sarjapur  Road,2 BHK,1320.0,2.0,100.0,2,7575.757575757576
other,4 Bedroom,906.0,3.0,55.0,4,6070.640176600442
Sarjapur  Road,2 BHK,1200.0,2.0,93.0,2,7750.0
other,2 BHK,1256.0,2.0,60.0,2,4777.070063694267
other,3 BHK,1612.0,3.0,46.74,3,2899.5037220843674
Dasanapura,2 BHK,545.0,2.0,22.34,2,4099.082568807339
Balagere,2 BHK,1028.0,2.0,31.86,2,3099.2217898832687
Ambalipura,2 BHK,950.0,2.0,31.95,2,3363.157894736842
Sarjapur  Road,3 BHK,2089.0,3.0,148.0,3,7084.729535662997
Sarjapur  Road,4 BHK,3005.0,5.0,275.0,4,9151.414309484191
Kengeri Satellite Town,4 Bedroom,650.0,2.0,58.0,4,8923.076923076924
other,2 BHK,1255.0,2.0,65.0,2,5179.282868525896
Kengeri,2 BHK,883.0,2.0,49.0,2,5549.263873159683
other,2 BHK,1475.0,2.0,171.0,2,11593.22033898305
Begur Road,3 BHK,1565.0,2.0,59.76,3,3818.5303514377
other,2 BHK,780.0,2.0,35.0,2,4487.179487179487
Thanisandra,2 BHK,1131.0,2.0,55.975,2,4949.160035366932
Uttarahalli,2 BHK,1123.0,2.0,60.0,2,5342.831700801425
other,3 BHK,1255.0,2.0,60.0,3,4780.876494023904
Marathahalli,2 BHK,950.0,2.0,45.68,2,4808.421052631579
other,3 Bedroom,1125.0,4.0,70.0,3,6222.222222222223
Bommasandra Industrial Area,2 BHK,1130.0,2.0,32.64,2,2888.495575221239
Anekal,2 Bedroom,1200.0,1.0,36.0,2,3000.0
Electronic City,2 BHK,919.0,2.0,40.0,2,4352.557127312296
Banaswadi,2 BHK,1105.0,2.0,57.0,2,5158.371040723982
Yelahanka,1 BHK,654.0,1.0,38.4,1,5871.559633027523
Yelahanka,2 BHK,1305.0,2.0,78.0,2,5977.0114942528735
other,3 BHK,1929.0,3.0,115.0,3,5961.638154484189
Uttarahalli,2 BHK,882.0,2.0,30.0,2,3401.360544217687
Ramamurthy Nagar,2 BHK,1200.0,2.0,42.0,2,3500.0
Balagere,2 BHK,1007.0,2.0,62.0,2,6156.901688182721
other,2 BHK,1322.0,2.0,61.99,2,4689.10741301059
other,2 BHK,1100.0,2.0,61.0,2,5545.454545454545
Kasavanhalli,2 BHK,1060.0,2.0,58.06,2,5477.358490566037
Marathahalli,2 BHK,1102.0,2.0,53.67,2,4870.235934664247
Gottigere,2 BHK,1110.0,2.0,36.25,2,3265.765765765766
7th Phase JP Nagar,3 BHK,1075.0,2.0,57.0,3,5302.325581395349
Kanakpura Road,2 BHK,1050.0,2.0,36.75,2,3500.0
other,6 Bedroom,3968.0,5.0,900.0,6,22681.451612903227
Bommasandra Industrial Area,3 BHK,1280.0,3.0,50.4,3,3937.5
Attibele,1 BHK,450.0,1.0,12.5,1,2777.777777777778
Chandapura,2 BHK,950.0,2.0,25.65,2,2700.0
Kereguddadahalli,2 BHK,904.0,2.0,30.0,2,3318.5840707964603
Thanisandra,3 BHK,1651.0,3.0,97.38,3,5898.24348879467
Electronics City Phase 1,1 BHK,635.0,1.0,26.0,1,4094.488188976378
other,3 BHK,1675.0,3.0,65.0,3,3880.597014925373
Hebbal Kempapura,3 BHK,1600.0,3.0,170.0,3,10625.0
Kundalahalli,3 BHK,2075.0,3.0,115.0,3,5542.168674698795
Sanjay nagar,1 BHK,965.0,1.0,32.0,1,3316.062176165803
other,2 BHK,830.0,2.0,26.0,2,3132.5301204819275
7th Phase JP Nagar,2 BHK,1040.0,2.0,75.0,2,7211.538461538462
other,4 Bedroom,1350.0,4.0,145.0,4,10740.74074074074
Yelahanka,3 BHK,1756.0,3.0,125.0,3,7118.451025056947
Pattandur Agrahara,3 BHK,1767.0,3.0,98.0,3,5546.1233729485
Kanakpura Road,2 BHK,983.0,2.0,50.6,2,5147.5076297049845
other,3 Bedroom,1783.0,3.0,115.0,3,6449.8037016264725
Old Madras Road,3 BHK,2266.0,3.0,169.0,3,7458.075904677847
Hennur Road,2 BHK,1157.0,2.0,84.0,2,7260.155574762316
Kengeri,2 BHK,1155.0,2.0,40.6,2,3515.151515151515
other,2 BHK,1285.0,2.0,72.5,2,5642.023346303502
Laggere,3 Bedroom,1200.0,2.0,150.0,3,12500.0
Kothanur,3 BHK,1787.0,3.0,107.0,3,5987.688864017907
Kalena Agrahara,2 BHK,1354.0,2.0,71.0,2,5243.722304283604
other,3 BHK,1220.0,2.0,35.23,3,2887.7049180327863
R.T. Nagar,3 Bedroom,1140.0,3.0,130.0,3,11403.508771929824
Basavangudi,3 BHK,2200.0,2.0,162.0,3,7363.636363636364
Bisuvanahalli,2 BHK,945.0,2.0,33.0,2,3492.063492063492
other,3 BHK,1804.0,3.0,150.0,3,8314.855875831485
Hosa Road,3 BHK,1541.0,3.0,69.84,3,4532.121998702141
Electronic City Phase II,3 BHK,875.0,2.0,40.0,3,4571.428571428572
Yelahanka,3 BHK,1517.0,3.0,76.3,3,5029.663810151615
Channasandra,2 BHK,1093.0,2.0,34.0,2,3110.704483074108
Jigani,3 BHK,1250.0,3.0,58.0,3,4640.0
Subramanyapura,3 BHK,1223.0,2.0,42.81,3,3500.408830744072
other,2 BHK,1180.0,2.0,39.0,2,3305.084745762712
Kanakpura Road,1 BHK,525.0,1.0,27.5,1,5238.0952380952385
other,2 Bedroom,984.0,2.0,125.0,2,12703.252032520326
Kanakpura Road,3 BHK,1050.0,2.0,59.0,3,5619.047619047619
Varthur,2 BHK,1160.0,2.0,44.0,2,3793.103448275862
Haralur Road,2 BHK,1200.0,2.0,46.0,2,3833.3333333333335
Kalyan nagar,2 BHK,1100.0,2.0,70.0,2,6363.636363636364
Basaveshwara Nagar,2 Bedroom,1200.0,1.0,180.0,2,15000.0
Harlur,2 BHK,1174.0,2.0,78.0,2,6643.9522998296425
Kaggadasapura,3 BHK,1515.0,3.0,83.3,3,5498.349834983498
Brookefield,3 BHK,1476.0,3.0,105.0,3,7113.821138211382
Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000.0
Kanakpura Road,3 BHK,1610.0,2.0,55.0,3,3416.1490683229813
HSR Layout,2 BHK,1203.0,2.0,72.0,2,5985.037406483791
other,3 BHK,1060.0,3.0,62.0,3,5849.056603773585
Hennur Road,4 Bedroom,1880.0,4.0,154.0,4,8191.489361702128
Kaggalipura,3 BHK,1210.0,2.0,65.0,3,5371.900826446281
Electronics City Phase 1,3 BHK,1555.0,2.0,82.0,3,5273.311897106109
Uttarahalli,2 BHK,993.0,2.0,39.71,2,3998.9929506545823
Electronic City,2 BHK,1000.0,2.0,41.0,2,4100.0
other,5 Bedroom,600.0,3.0,86.0,5,14333.333333333334
Subramanyapura,2 BHK,929.0,2.0,48.0,2,5166.846071044133
Sahakara Nagar,4 BHK,2500.0,4.0,200.0,4,8000.0
Kumaraswami Layout,4 Bedroom,600.0,2.0,72.0,4,12000.0
Indira Nagar,1 BHK,850.0,1.0,60.0,1,7058.823529411765
7th Phase JP Nagar,3 BHK,1460.0,2.0,97.0,3,6643.835616438356
other,2 BHK,1200.0,2.0,115.0,2,9583.333333333334
5th Block Hbr Layout,9 Bedroom,2600.0,12.0,675.0,9,25961.53846153846
Electronic City,2 BHK,1128.0,2.0,63.0,2,5585.106382978724
Thanisandra,1 BHK,663.0,1.0,46.1,1,6953.242835595776
Tindlu,3 Bedroom,1500.0,2.0,87.0,3,5800.0
other,4 BHK,3000.0,5.0,260.0,4,8666.666666666666
Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176.565008025682
Electronic City Phase II,1 BHK,630.0,1.0,40.0,1,6349.206349206349
5th Block Hbr Layout,3 BHK,1270.0,2.0,70.0,3,5511.811023622047
KR Puram,4 Bedroom,960.0,4.0,80.0,4,8333.333333333334
other,2 BHK,1070.0,2.0,33.15,2,3098.1308411214955
Haralur Road,2 BHK,1225.0,2.0,70.0,2,5714.285714285715
other,8 Bedroom,1200.0,7.0,235.0,8,19583.333333333332
7th Phase JP Nagar,2 BHK,1035.0,2.0,41.39,2,3999.0338164251207
Electronics City Phase 1,2 BHK,920.0,2.0,33.0,2,3586.9565217391305
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
other,7 Bedroom,1300.0,4.0,52.0,7,4000.0
Bannerghatta Road,2 BHK,1246.0,2.0,47.35,2,3800.16051364366
other,3 BHK,1450.0,3.0,65.0,3,4482.758620689655
Electronic City Phase II,2 BHK,900.0,2.0,32.5,2,3611.1111111111113
Gottigere,2 BHK,1075.0,2.0,30.0,2,2790.6976744186045
HBR Layout,4 Bedroom,2400.0,5.0,320.0,4,13333.333333333334
Kasavanhalli,2 BHK,1575.0,2.0,85.0,2,5396.825396825397
other,2 BHK,1170.0,2.0,86.0,2,7350.427350427351
Electronics City Phase 1,2 BHK,1150.0,2.0,39.0,2,3391.304347826087
Uttarahalli,2 BHK,1165.0,1.0,42.09,2,3612.8755364806866
Thigalarapalya,3 BHK,2072.0,4.0,139.0,3,6708.494208494209
5th Phase JP Nagar,2 BHK,812.0,2.0,42.0,2,5172.413793103448
Bellandur,2 BHK,1205.0,2.0,59.0,2,4896.265560165975
Uttarahalli,2 BHK,938.0,2.0,35.0,2,3731.3432835820895
Hosur Road,3 BHK,1733.0,2.0,85.0,3,4904.789382573572
Bommasandra,2 BHK,1035.0,2.0,41.0,2,3961.352657004831
7th Phase JP Nagar,2 BHK,1174.0,2.0,47.0,2,4003.4071550255535
other,3 Bedroom,1700.0,3.0,250.0,3,14705.882352941177
Whitefield,2 BHK,1195.0,2.0,70.0,2,5857.740585774059
Hennur Road,3 BHK,1804.0,3.0,102.0,3,5654.10199556541
Uttarahalli,2 BHK,850.0,2.0,35.0,2,4117.64705882353
Kodigehaali,3 BHK,1320.0,3.0,65.0,3,4924.242424242424
Chandapura,1 BHK,630.0,1.0,13.86,1,2200.0
Hebbal,3 BHK,1110.0,3.0,59.0,3,5315.315315315315
Judicial Layout,2 BHK,900.0,2.0,40.0,2,4444.444444444444
Subramanyapura,3 BHK,1260.0,2.0,80.0,3,6349.206349206349
Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936.348408710218
Hormavu,2 BHK,1075.0,2.0,53.7,2,4995.3488372093025
other,3 BHK,2200.0,3.0,187.0,3,8500.0
Kundalahalli,3 BHK,1724.0,3.0,146.0,3,8468.677494199535
TC Palaya,2 Bedroom,1200.0,2.0,70.0,2,5833.333333333333
TC Palaya,3 Bedroom,1200.0,2.0,66.0,3,5500.0
Kanakpura Road,1 BHK,825.0,1.0,36.29,1,4398.787878787879
Raja Rajeshwari Nagar,2 BHK,1185.0,2.0,47.39,2,3999.15611814346
other,3 BHK,2023.71,3.0,275.0,3,13588.903548433324
Domlur,3 BHK,1950.0,3.0,165.0,3,8461.538461538461
other,2 BHK,1117.0,2.0,110.0,2,9847.806624888091
Iblur Village,3 BHK,2666.0,4.0,200.0,3,7501.875468867217
other,2 BHK,1100.0,2.0,60.0,2,5454.545454545455
Hoodi,3 BHK,1370.0,3.0,67.0,3,4890.510948905109
Doddaballapur,4 BHK,1690.0,3.0,80.0,4,4733.7278106508875
Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800.0
Koramangala,3 BHK,1600.0,3.0,88.0,3,5500.0
EPIP Zone,3 BHK,1499.0,5.0,102.0,3,6804.536357571715
Bommasandra,2 BHK,800.0,1.0,32.0,2,4000.0
other,2 BHK,1280.0,2.0,90.0,2,7031.25
Kalyan nagar,3 BHK,1375.0,3.0,75.0,3,5454.545454545455
Chikkalasandra,3 BHK,1428.0,2.0,80.0,3,5602.240896358543
Electronic City,2 BHK,1355.0,2.0,97.6,2,7202.952029520296
other,5 Bedroom,600.0,4.0,76.0,5,12666.666666666666
Hoodi,2 BHK,1112.0,2.0,88.0,2,7913.669064748202
other,2 BHK,1277.0,2.0,92.0,2,7204.385277995301
Basaveshwara Nagar,2 BHK,1200.0,2.0,70.0,2,5833.333333333333
JP Nagar,3 BHK,2000.0,3.0,250.0,3,12500.0
Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277.643260694108
Hennur Road,3 BHK,1832.0,3.0,116.0,3,6331.8777292576415
Ambedkar Nagar,5 Bedroom,5530.0,5.0,627.0,5,11338.155515370703
Malleshwaram,3 BHK,2475.0,4.0,337.0,3,13616.161616161617
Raja Rajeshwari Nagar,2 BHK,1196.0,2.0,40.44,2,3381.2709030100336
Kothanur,3 BHK,1847.0,3.0,110.0,3,5955.603681645913
Rachenahalli,2 BHK,1050.0,2.0,52.5,2,5000.0
Kengeri,2 BHK,1025.0,2.0,57.0,2,5560.975609756098
other,4 Bedroom,4800.0,4.0,420.0,4,8750.0
Magadi Road,5 Bedroom,1200.0,4.0,130.0,5,10833.333333333334
Kanakpura Road,3 BHK,1700.0,3.0,88.0,3,5176.470588235294
Jigani,10 Bedroom,1200.0,11.0,105.0,10,8750.0
Banashankari Stage III,4 Bedroom,2000.0,4.0,100.0,4,5000.0
other,2 BHK,1200.0,2.0,45.0,2,3750.0
Sonnenahalli,2 BHK,1011.0,2.0,59.0,2,5835.806132542038
other,2 BHK,1270.0,2.0,172.0,2,13543.307086614172
Subramanyapura,6 Bedroom,1200.0,6.0,170.0,6,14166.666666666666
other,4 BHK,4000.0,4.0,520.0,4,13000.0
Ramagondanahalli,2 BHK,1215.0,2.0,51.26,2,4218.930041152264
Sarjapur  Road,3 BHK,1405.0,3.0,48.87,3,3478.291814946619
EPIP Zone,2 BHK,1330.0,2.0,86.98,2,6539.849624060151
Dodda Nekkundi,2 BHK,1100.0,2.0,41.18,2,3743.636363636363
Babusapalaya,2 Bedroom,1200.0,2.0,105.0,2,8750.0
Marathahalli,3 BHK,1600.0,3.0,58.0,3,3625.0
Whitefield,2 BHK,1085.0,2.0,57.0,2,5253.4562211981565
Yelahanka,5 Bedroom,1200.0,5.0,162.0,5,13500.0
1st Phase JP Nagar,5 Bedroom,2200.0,7.0,350.0,5,15909.09090909091
Bannerghatta Road,3 BHK,1520.0,2.0,80.0,3,5263.1578947368425
Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484.304932735426
Seegehalli,3 Bedroom,2400.0,4.0,240.0,3,10000.0
other,3 BHK,2180.0,3.0,273.0,3,12522.935779816513
other,2 BHK,1265.0,2.0,70.0,2,5533.596837944664
Hebbal,3 BHK,1255.0,2.0,95.0,3,7569.721115537848
Electronic City,3 BHK,1599.0,3.0,125.0,3,7817.385866166354
BEML Layout,2 BHK,1194.0,2.0,65.0,2,5443.886097152429
Whitefield,4 Bedroom,3940.0,5.0,265.0,4,6725.888324873096
NRI Layout,2 Bedroom,2400.0,2.0,125.0,2,5208.333333333333
Ananth Nagar,4 Bedroom,600.0,3.0,62.0,4,10333.333333333334
Uttarahalli,2 BHK,1065.0,2.0,42.6,2,4000.0
Hoodi,3 BHK,1746.0,3.0,84.95,3,4865.406643757159
Rachenahalli,2 BHK,1204.0,2.0,38.5,2,3197.6744186046512
5th Phase JP Nagar,2 BHK,1000.0,2.0,48.0,2,4800.0
Mysore Road,1 Bedroom,45.0,1.0,23.0,1,51111.11111111111
other,2 BHK,1050.0,2.0,45.0,2,4285.714285714285
Basaveshwara Nagar,2 BHK,1200.0,2.0,80.0,2,6666.666666666667
Brookefield,3 BHK,1420.0,3.0,85.0,3,5985.915492957746
Hennur Road,2 BHK,1020.0,2.0,47.0,2,4607.843137254902
Electronic City Phase II,2 BHK,1125.0,2.0,32.63,2,2900.444444444445
R.T. Nagar,3 BHK,1500.0,2.0,70.0,3,4666.666666666667
Yelahanka,2 BHK,1260.0,2.0,59.2,2,4698.412698412699
Kaikondrahalli,2 BHK,1000.0,2.0,30.0,2,3000.0
Rajaji Nagar,2 BHK,1718.0,3.0,288.0,2,16763.678696158324
Vasanthapura,2 BHK,995.0,2.0,34.82,2,3499.497487437186
Uttarahalli,3 BHK,1350.0,2.0,47.24,3,3499.259259259259
Hoodi,2 BHK,1257.0,2.0,68.5,2,5449.482895783612
other,2 BHK,1450.0,2.0,90.0,2,6206.896551724138
Sanjay nagar,2 BHK,1050.0,2.0,59.0,2,5619.047619047619
Chandapura,3 BHK,1505.0,2.0,42.0,3,2790.6976744186045
other,2 BHK,814.0,2.0,55.0,2,6756.756756756757
other,3 BHK,2770.0,4.0,290.0,3,10469.314079422382
Sarjapur,2 BHK,1157.0,2.0,40.0,2,3457.216940363008
other,3 BHK,2770.0,4.0,315.0,3,11371.841155234655
other,2 BHK,869.0,2.0,36.0,2,4142.692750287687
Shivaji Nagar,2 BHK,600.0,1.0,65.0,2,10833.333333333334
Magadi Road,2 BHK,1005.0,2.0,55.78,2,5550.248756218905
Thubarahalli,2 BHK,1200.0,2.0,79.0,2,6583.333333333333
R.T. Nagar,3 BHK,1680.0,3.0,72.0,3,4285.714285714285
other,2 BHK,1100.0,2.0,55.0,2,5000.0
other,5 BHK,4000.0,3.0,130.0,5,3250.0
Kalyan nagar,6 Bedroom,3000.0,8.0,400.0,6,13333.333333333334
Electronic City,2 BHK,1025.0,2.0,54.5,2,5317.073170731707
Banashankari,3 BHK,1900.0,2.0,170.0,3,8947.368421052632
Hebbal Kempapura,3 BHK,3522.0,3.0,380.0,3,10789.3242475866
Yelahanka,5 BHK,3050.0,5.0,213.0,5,6983.606557377049
Kanakpura Road,2 BHK,1252.0,2.0,56.32,2,4498.402555910543
Jalahalli East,4 Bedroom,720.0,4.0,48.0,4,6666.666666666667
Ramamurthy Nagar,4 Bedroom,3700.0,4.0,225.0,4,6081.081081081081
Hulimavu,3 BHK,1320.0,2.0,59.0,3,4469.69696969697
Varthur,2 BHK,1105.0,2.0,38.0,2,3438.914027149321
1st Phase JP Nagar,2 BHK,1394.0,2.0,100.0,2,7173.601147776184
8th Phase JP Nagar,3 BHK,1275.0,2.0,41.5,3,3254.901960784314
Raja Rajeshwari Nagar,2 BHK,1240.0,2.0,53.27,2,4295.967741935484
Dommasandra,2 BHK,1090.0,2.0,43.5,2,3990.8256880733943
Kanakpura Road,2 BHK,700.0,2.0,34.0,2,4857.142857142857
Sarjapur  Road,3 Bedroom,2600.0,3.0,200.0,3,7692.307692307692
Marathahalli,4 BHK,4000.0,4.0,220.0,4,5500.0
Rachenahalli,1 BHK,440.0,1.0,28.0,1,6363.636363636364
Bannerghatta Road,2 BHK,905.0,2.0,65.0,2,7182.32044198895
Horamavu Banaswadi,3 Bedroom,1448.0,4.0,118.0,3,8149.171270718232
Chandapura,3 BHK,1190.0,2.0,30.35,3,2550.4201680672268
other,4 Bedroom,1200.0,5.0,325.0,4,27083.333333333332
other,2 BHK,1100.0,2.0,56.1,2,5100.0
Whitefield,4 Bedroom,4400.0,5.0,500.0,4,11363.636363636364
Sarjapur  Road,2 BHK,1216.0,2.0,70.0,2,5756.578947368421
Dommasandra,2 BHK,1153.0,2.0,43.5,2,3772.766695576756
Whitefield,5 Bedroom,3227.0,5.0,250.0,5,7747.133560582584
Kalyan nagar,6 Bedroom,800.0,6.0,98.0,6,12250.0
NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750.0
other,4 BHK,4500.0,3.0,225.0,4,5000.0
Marathahalli,3 BHK,1530.0,3.0,74.5,3,4869.281045751634
Whitefield,4 BHK,2268.0,3.0,163.0,4,7186.94885361552
Electronics City Phase 1,2 BHK,1113.27,2.0,53.0,2,4760.74986301616
Jakkur,3 BHK,1355.0,2.0,65.0,3,4797.047970479704
Electronic City,2 BHK,1130.0,2.0,32.64,2,2888.495575221239
